Sample1	Sample2	Distance	Species_2	Species_1	Comparison
NM17.24	Andreas173	0.887823586	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.24	Andreas170	0.896499239	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.24	Andreas171	0.907309721	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.24	Andreas178	0.956459158	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.24	Andreas164	0.946794988	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.24	Andreas178	0.956459158	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.24	Andreas166	0.956083513	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.24	Andreas171	0.907309721	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.24	Andreas166	0.956083513	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas170	0.954201226	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas170	0.954201226	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas167	0.956271369	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas165	0.934215362	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas166	0.956459158	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas166	0.956459158	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas172	0.953635216	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas164	0.96447063	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas171	0.958520381	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas174	0.958520381	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas172	0.953635216	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas168	0.96206156	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas178	0.960014345	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas163	0.957959037	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas163	0.957959037	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas165	0.934215362	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas174	0.958520381	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas178	0.960014345	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas168	0.96206156	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas169	0.953446409	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas164	0.96447063	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas169	0.953446409	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas173	0.952690502	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas171	0.958520381	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas173	0.952690502	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.25	Andreas167	0.956271369	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas164	0.942763398	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas163	0.976711362	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas163	0.976711362	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas170	0.946794988	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas170	0.946794988	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas171	0.951365033	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas165	0.94794123	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas173	0.947177346	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas174	0.952690502	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas167	0.98334794	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas166	0.942184935	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas174	0.952690502	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas171	0.951365033	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas178	0.966868543	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas173	0.947177346	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas172	0.951365033	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas178	0.966868543	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas166	0.942184935	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas165	0.94794123	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas172	0.951365033	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas164	0.942763398	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas167	0.98334794	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas169	0.948894527	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas169	0.948894527	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas168	0.95589559	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.26	Andreas168	0.95589559	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas169	0.955519539	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas170	0.951175407	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas164	0.950226244	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas170	0.951175407	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas167	0.98388227	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas169	0.955519539	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas164	0.950226244	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas167	0.98388227	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas174	0.959454611	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas165	0.952501355	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas165	0.952501355	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas172	0.955331412	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas168	0.962618494	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas163	0.974177573	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas166	0.946794988	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas166	0.946794988	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas163	0.974177573	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas174	0.959454611	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas173	0.951554591	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas171	0.958146219	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas168	0.962618494	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas178	0.964840264	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas172	0.955331412	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas173	0.951554591	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas178	0.964840264	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.27	Andreas171	0.958146219	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas170	0.930284028	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas166	0.952501355	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas166	0.952501355	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas168	0.944494995	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas174	0.939670932	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas164	0.946029438	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas170	0.930284028	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas164	0.946029438	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas172	0.934215362	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas174	0.939670932	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas163	0.96447063	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas163	0.96447063	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas172	0.934215362	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas178	0.955331412	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas171	0.940252147	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas168	0.944494995	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas173	0.929494278	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas165	0.925129726	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas169	0.934606907	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas165	0.925129726	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas173	0.929494278	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas178	0.955331412	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas171	0.940252147	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas167	0.97707231	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas167	0.97707231	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.28	Andreas169	0.934606907	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas173	0.929889299	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas167	0.987253361	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas169	0.931072613	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas172	0.934215362	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas163	0.981026001	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas163	0.981026001	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas165	0.9289012	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas171	0.934998164	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas170	0.932253314	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas178	0.974540311	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas172	0.934215362	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas170	0.932253314	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas164	0.946412352	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas173	0.929889299	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas171	0.934998164	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas169	0.931072613	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas164	0.946412352	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas178	0.974540311	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas165	0.9289012	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas167	0.987253361	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas166	0.955519539	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas168	0.93908908	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas168	0.93908908	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas166	0.955519539	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas174	0.93441117	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.29	Andreas174	0.93441117	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas167	0.977613256	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas167	0.977613256	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas165	0.882035466	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas165	0.882035466	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas170	0.906897851	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas170	0.906897851	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas166	0.963360143	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas178	0.900056894	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas164	0.955143217	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas164	0.955143217	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas168	0.938700823	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas166	0.963360143	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas169	0.888249952	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas169	0.888249952	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas172	0.909774436	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas178	0.900056894	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas171	0.908338039	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas163	0.971995746	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas173	0.855564325	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas173	0.855564325	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas174	0.925925926	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas171	0.908338039	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas172	0.909774436	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas174	0.925925926	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
NM17.3	Andreas163	0.971995746	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
