Sample1	Sample2	Distance	Species_2	Species_1	Comparison
Andreas165	LA17.21	0.826623508	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.73	0.773784355	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.73	0.773784355	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.42	0.816809466	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.42	0.816809466	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.72	0.835575186	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.72	0.835575186	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.70	0.794930397	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.70	0.794930397	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.34	0.790910986	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.34	0.790910986	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.91	0.913450731	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.91	0.913450731	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.8	0.889527092	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.8	0.889527092	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.23	0.816326531	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.23	0.816326531	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.33	0.804616653	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.33	0.804616653	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.79	0.793175198	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.79	0.793175198	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.82	0.797179594	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.82	0.797179594	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.18	0.81171891	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.18	0.81171891	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.14	0.81025641	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.14	0.81025641	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.45	0.837675351	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.45	0.837675351	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.71	0.804862971	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.71	0.804862971	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.44	0.78990194	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.44	0.78990194	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.24	0.867850869	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.24	0.867850869	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.22	0.93597505	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.22	0.93597505	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.54	0.812205611	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.54	0.812205611	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.81	0.796180988	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.81	0.796180988	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.49	0.790658882	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.49	0.790658882	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.32	0.81098811	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.32	0.81098811	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.26	0.81123181	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.26	0.81123181	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.103	0.980488662	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.103	0.980488662	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.11	0.816326531	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.11	0.816326531	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.51	0.775079197	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.51	0.775079197	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.27	0.816084915	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.27	0.816084915	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.83	0.80952381	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.83	0.80952381	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.100	0.899639537	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.100	0.899639537	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.85	0.923333952	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.85	0.923333952	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.89	0.81001231	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.89	0.81001231	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.55	0.790406674	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.55	0.790406674	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.88	0.886969871	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.88	0.886969871	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.15	0.90607318	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.15	0.90607318	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.68	0.795180723	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.68	0.795180723	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.38	0.833701991	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.38	0.833701991	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.19	0.885900884	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.19	0.885900884	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.37	0.802642444	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.37	0.802642444	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.6	0.852621167	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.6	0.852621167	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.35	0.80239521	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.35	0.80239521	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.96	0.926720947	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.96	0.926720947	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.87	0.890164562	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.87	0.890164562	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.97	0.853754941	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.97	0.853754941	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.25	0.816568047	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.25	0.816568047	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.9	0.820898557	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.9	0.820898557	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.31	0.852394143	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.31	0.852394143	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.78	0.787878788	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.78	0.787878788	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.95	0.866301798	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.95	0.866301798	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.13	0.837675351	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.13	0.837675351	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.12	0.81001231	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.12	0.81001231	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.90	0.961504029	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.90	0.961504029	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.84	0.807075278	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.84	0.807075278	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.46	0.794178794	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.46	0.794178794	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.36	0.812934916	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.36	0.812934916	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.41	0.807320584	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.41	0.807320584	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.48	0.790406674	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.48	0.790406674	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.50	0.790658882	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.50	0.790658882	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.69	0.872472784	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.69	0.872472784	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.61	0.862745098	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.61	0.862745098	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.60	0.858267717	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.60	0.858267717	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.5	0.902554399	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas165	LA17.5	0.902554399	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.49	0.934802571	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.49	0.934802571	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.97	0.947750363	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.97	0.947750363	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.19	0.925129726	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.19	0.925129726	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.68	0.940832725	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.68	0.940832725	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.101	0.946029438	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.101	0.946029438	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.14	0.943918427	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.14	0.943918427	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.75	0.937144951	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.75	0.937144951	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.36	0.940252147	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.36	0.940252147	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.50	0.946986202	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.50	0.946986202	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.30	0.938700823	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.30	0.938700823	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.39	0.938506589	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.39	0.938506589	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.89	0.948513416	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.89	0.948513416	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.76	0.949275362	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.76	0.949275362	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.82	0.940639269	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.82	0.940639269	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.43	0.921532168	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
Andreas166	LA17.43	0.921532168	Rana sphenocephala (LA)	Ngäbe-Buglé leopard frog (Pan.)	Rana sphenocephala (LA):Ngäbe-Buglé leopard frog (Pan.)
